0 1
0 2
0 3
0 4
1 2
2 3
2 5
3 4
3 5
3 6
4 6
5 7
5 8
5 9
7 10
7 8
7 9
8 9
8 11
8 12
8 13
8 14
9 15
9 16
10 17
10 18
10 19
10 20
